fecha,dia,hora,latitud,longitud,tipologia,direccion,zona,parroquia_urbana,causas,gravedad,nro_heridos,nro_fallecidos,vehiculos_retenidos,senalizacion_existente,condicion_calzada,condicion_atmosferica
10-04,lunes,19:59,-3.981683,-79.246333,perdida de carril,via loja-catamayo,urbana,sucre,conducir en exceso de velocidad,leve,0,0,1,ninguna,seca,cubierto
10-04,lunes,17:00,-3.998128,-79.2013458,atropello,bernardo valdivieso y rocafuerte,urbana,el sagrario,imprudencia del peaton,grave,1,0,1,ninguna,mojada,semicubierto
10-05,martes,14:00,-3.977846,-79.201128,estrellamiento,salvador bustamante celi y santa rosa,urbana,el valle,imprudencia del conductor,leve,0,0,2,ninguna,seca,semicubierto
10-17,domingo,11:40,-4.001459,-79.2043882,choque lateral perpendicular,universitaria y mercadillo,urbana,san sebastian,no respetar las senales de transito,leve,0,0,2,ninguna,seca,despejado
10-14,jueves,15:54,-3.9996206,-79.2064329,choque lateral angular,ramon pinto y miguel riofrio,urbana,el sagrario,imprudencia del conductor,grave,1,0,1,ninguna,seca,semicubierto
10-15,viernes,16:30,-3.9828319,-79.2036719,colision,machala y riobamba,urbana,el sagrario,conducir en estado de embriaguez,leve,0,0,3,ninguna,seca,despejado
10-15,viernes,13:15,-3.58432,-79.12494,choque frontal excentrico,la habana,urbana,sucre,imprudencia del conductor,leve,0,0,2,ninguna,mojada,cubierto
10-15,viernes,10:00,-3.9608552,-79.2170995,atipico,belisario moreno y vilcabamba,urbana,carigan,imprudencia del conductor,leve,0,0,2,ninguna,mojada,cubierto
10-16,sabado,04:45,-4.0001785,-79.2063119,estrellamiento,ramon pinto y miguel riofrio,urbana,el sagrario,conducir en exceso de velocidad,leve,0,0,1,ninguna,seca,semicubierto
10-23,sabado,00:15,-4.2641099,-79.2245387,choque lateral perpendicular,eterna juventud y colon,rural,n/n,imprudencia del conductor,grave,1,0,2,ninguna,mojada,cubierto
10-22,viernes,16:35,-3.9956625,-79.2612541,perdida de carril,via antigua catamayo-loja,urbana,sucre,conducir en exceso de velocidad,grave,2,0,2,ninguna,mojada,cubierto
10-20,miercoles,22:09,-4.0046529,-79.2040991,choque lateral angular,universitaria y cariamanga,urbana,san sebastian,imprudencia del conductor,grave,2,0,2,senalizacion horizontal y vertical,seca,semicubierto
10-23,sabado,23:49,-3.9861703,-79.1909748,estrellamiento,via loja-zamora,urbana,el valle,conducir en exceso de velocidad,leve,0,0,1,ninguna,seca,despejado
10-24,domingo,22:14,-4.1785604,-79.2139901,perdida de carril,via loja malacatos,rural,n/n,conducir en exceso de velocidad,leve,0,0,1,ninguna,seca,cubierto
10-25,lunes,16:27,-3.978731,-79.2044834,choque lateral perpendicular,8 de diciembre y jaramijo,urbana,el valle,conducir en exceso de velocidad,grave,1,0,2,ninguna,seca,semicubierto
10-27,miercoles,09:03,-4.0028432,-79.1975622,choque lateral angular,24 de mayo y leopoldo palacios,urbana,el sagrario,imprudencia del conductor,grave,1,0,2,senalizacion vertical,seca,despejado
10-28,jueves,01:00,-3.9759683,-79.2046219,estrellamiento,8 de diciembre y geronimo carrion,urbana,sucre,conducir en estado de embriaguez,leve,0,0,1,ninguna,seca,semicubierto
10-26,martes,17:30,-3.9785663,-79.2211454,choque lateral perpendicular,isidro ayora y via a catamayo,urbana,sucre,imprudencia del conductor,leve,0,0,2,ninguna,seca,semicubierto
10-17,domingo,07:50,-4.0081985,-79.2049739,choque lateral perpendicular,pio jaramillo alvarado y cuba,urbana,punzara,imprudencia del conductor,grave,1,0,2,ninguna,seca,semicubierto
10-17,domingo,14:55,-4.2142206,-79.2298078,estrellamiento,via landangui taxiche,rural,n/n,conducir en estado de embriaguez,leve,0,0,1,ninguna,seca,despejado
11-03,miercoles,04:30,-4.033554,-79.209916,atipico,la condamine y monsenor oscar romero,urbana,punzara,fallas mecanicas no previsibles,leve,0,0,1,ninguna,mojada,cubierto
10-31,domingo,20:49,-4.0026282,-79.2060157,choque lateral perpendicular,tnte maximiliano rodriguez y ramon pinto,urbana,el sagrario,imprudencia del conductor,grave,1,0,2,ninguna,seca,despejado
10-31,domingo,04:55,-3.9834499,-79.2085082,estrellamiento,manuel carrion pinzano y eduardo unda,urbana,sucre,conducir en exceso de velocidad,leve,0,0,1,ninguna,seca,cubierto
10-31,domingo,01:45,-4.0148439,-79.215492,estrellamiento,de los paltas y iran,urbana,punzara,conducir en estado de embriaguez,grave,1,0,1,ninguna,seca,semicubierto
10-29,viernes,20:12,-3.9796187,-79.2101363,choque lateral angular,isidro ayora y habana,urbana,sucre,conducir en estado de embriaguez,grave,1,0,2,ninguna,seca,despejado
10-30,sabado,02:25,-3.9932677,-79.204339,estrellamiento,18 de noviembre y quito,urbana,el sagrario,conducir en exceso de velocidad,leve,0,0,1,ninguna,seca,semicubierto
10-29,viernes,10:15,-4.0101029,-79.2297709,choque lateral angular,angel felicisimo rojas y antofagasta,urbana,sucre,imprudencia del conductor,leve,0,0,2,ninguna,seca,cubierto
10-29,viernes,05:10,-3.9699055,-79.20798,choque lateral angular,jaime roldos aguilera y 8 de diciembre,urbana,carigan,conducir en estado de embriaguez,leve,0,0,2,ninguna,seca,cubierto
10-29,viernes,00:50,-3.9801019,-79.2086558,estrellamiento,piura y manuel carrion pinzano,urbana,sucre,conducir en estado de embriaguez,leve,0,0,1,ninguna,seca,semicubierto
10-28,jueves,20:29,-3.945506,-79.221926,estrellamiento,8 de diciembre y chantaco,urbana,carigan,conducir en estado de embriaguez,leve,0,0,2,ninguna,seca,semicubierto
10-30,sabado,06:12,-4.0233036,-79.203042,estrellamiento,pio jaramillo alvarado y leonardo da vinci,urbana,punzara,imprudencia del conductor,grave,1,0,1,ninguna,seca,semicubierto
10-30,sabado,23:54,-4.0095672,-79.2036176,choque lateral perpendicular,manuel agustin aguirre y chile,urbana,punzara,conducir en estado de embriaguez,leve,0,0,2,ninguna,seca,semicubierto
10-30,sabado,13:50,-3.9964934,-79.3014598,volcamiento,via loja-catamayo,rural,n/n,imprudencia del conductor,grave,1,0,2,ninguna,seca,semicubierto
10-28,jueves,13:30,-3.9970494,-79.2012082,caida de pasajero,bernardo valdivieso y 10 de agosto,urbana,san sebastian,imprudencia del conductor,grave,1,0,1,ninguna,seca,despejado
11-01,lunes,10:00,-3.7072001,-79.2715794,estrellamiento,avenida panamericana e35 p,rural,n/n,imprudencia del conductor,leve,0,0,1,ninguna,seca,despejado
11-03,miercoles,18:05,-4.0121405,-79.2044342,choque lateral perpendicular,pio jaramillo alvarado y goberncion de mainas,urbana,punzara,imprudencia del conductor,grave,1,0,2,ninguna,seca,semicubierto
11-04,jueves,01:05,-3.9675594,-79.2108886,estrellamiento,8 de diciembre y el tribuno,urbana,carigan,conducir en estado de embriaguez,leve,0,0,1,ninguna,seca,cubierto
11-02,martes,23:14,-4.220554,-79.255853,estrellamiento,via vilcabamba-loja,rural,n/n,conducir en exceso de velocidad,leve,0,0,1,ninguna,mojada,cubierto
11-02,martes,13:03,-4.0068978,-79.2293759,estrellamiento,angel felicisimo rojas,urbana,sucre,conducir en exceso de velocidad,grave,7,0,1,ninguna,seca,despejado
11-03,miercoles,04:15,-4.015402,-79.203934,estrellamiento,pio jaramillo alvarado y abraham lincoln,urbana,punzara,conducir en exceso de velocidad,leve,0,0,2,ninguna,mojada,cubierto
11-06,sabado,15:10,-3.9702094,-79.2092005,estrellamiento,pablo palacios y el fenix,urbana,carigan,conducir en estado de embriaguez,leve,0,0,2,senalizacion vertical,seca,despejado
11-06,sabado,05:15,-4.024687,-79.205015,estrellamiento,heroes del cenepa y pasteur,urbana,punzara,conducir en estado de embriaguez,leve,0,0,1,ninguna,seca,semicubierto
11-09,martes,20:14,-3.9449442,-79.2220211,colision,8 de diciembre y chantaco,urbana,carigan,imprudencia del conductor,grave,2,0,3,ninguna,seca,cubierto
11-10,miercoles,00:46,-4.000137,-79.207867,estrellamiento,manuel carrion pinzano,urbana,el sagrario,conducir en estado de embriaguez,leve,0,0,1,ninguna,seca,cubierto
11-11,jueves,20:44,-4.0204417,-79.2041991,perdida de carril,pio jaramillo alvarado y morillo,urbana,punzara,conducir en estado de embriaguez,grave,1,0,1,ninguna,seca,despejado
11-09,martes,16:31,-3.9869249,-79.2044258,estrellamiento,colombia y guaranda,urbana,sucre,imprudencia del conductor,leve,0,0,2,ninguna,seca,semicubierto
11-10,miercoles,18:05,-4.0173072,-79.2076844,estrellamiento,miguel morelos y ricardo bustamante,urbana,punzara,conducir en estado de embriaguez,leve,0,0,2,ninguna,seca,cubierto
11-13,sabado,10:20,-3.8029503,-79.2939899,choque frontal excentrico,via loja-saraguro,rural,n/n,imprudencia del conductor,leve,0,0,2,ninguna,mojada,cubierto
11-13,sabado,03:00,-4.0274859,-79.2040105,estrellamiento,galileo galilei y teodoro wolf,urbana,punzara,conducir en exceso de velocidad,leve,0,0,1,ninguna,mojada,cubierto
11-09,martes,03:40,-4.0318262,-79.1988619,estrellamiento,eduardo kingman,urbana,san sebastian,conducir en estado de embriaguez,grave,1,0,1,ninguna,seca,cubierto
11-12,viernes,14:05,-3.9792719,-79.2016793,choque lateral perpendicular,cuenca y chone,urbana,el valle,imprudencia del conductor,grave,1,0,2,ninguna,seca,cubierto
11-11,jueves,05:30,-3.997508,-79.215308,estrellamiento,villonaco y shushuhuayco,urbana,sucre,imprudencia del conductor,leve,0,0,1,ninguna,seca,despejado
11-11,jueves,07:20,-4.0102522,-79.2047724,choque lateral perpendicular,pio jaramillo alvarado y chile,urbana,punzara,imprudencia del conductor,grave,3,0,2,ninguna,seca,cubierto
11-16,martes,10:05,-3.9003287,-79.2244707,choque lateral angular,via antigua a cuenca,rural,n/n,imprudencia del conductor,leve,0,0,2,ninguna,seca,semicubierto
11-19,viernes,00:30,-4.004665,-79.202051,choque por alcance,cariamanga y bolivar,urbana,san sebastian,conducir en estado de embriaguez,leve,0,0,2,ninguna,seca,despejado
11-21,domingo,06:07,-3.978846,-79.221318,choque frontal excentrico,isidro ayora y habana,urbana,sucre,imprudencia del conductor,grave,0,1,2,ninguna,mojada,cubierto
11-21,domingo,11:15,-3.9928182,-79.2043773,choque por alcance,18 de noviembre y jose felix de valdivieso,urbana,el sagrario,conducir en estado de embriaguez,grave,1,0,2,ninguna,seca,cubierto
11-17,miercoles,15:15,-4.047395,-79.196869,atropello,exodo de yangana,urbana,san sebastian,imprudencia del peaton,grave,1,0,1,ninguna,seca,semicubierto
11-20,sabado,10:37,-4.0019275,-79.195481,choque lateral perpendicular,emiliano ortega y lourdes,urbana,el sagrario,imprudencia del conductor,grave,0,1,2,ninguna,seca,despejado
11-16,martes,14:35,-4.0037445,-79.2039582,choque lateral perpendicular,catacocha y universitaria,urbana,san sebastian,conducir en estado de embriaguez,grave,1,0,2,ninguna,seca,despejado
11-21,domingo,20:44,-4.0037195,-79.2027898,estrellamiento,catacocha y sucre,urbana,san sebastian,conducir en estado de embriaguez,leve,0,0,2,senalizacion vertical,seca,semicubierto
11-23,martes,14:15,-4.0014461,-79.2061536,choque lateral perpendicular,mercadillo y ramon pinto,urbana,el sagrario,imprudencia del conductor,grave,1,0,2,ninguna,seca,cubierto
11-23,martes,17:15,-3.768206,-79.366734,perdida de carril,via gualel-gualagpamba,rural,n/n,condiciones climaticas desfavorables,grave,1,0,1,ninguna,mojada,cubierto
11-22,lunes,07:00,-3.971061,-79.269786,colision,via loja-catamayo,rural,n/n,imprudencia del conductor,grave,3,0,5,ninguna,seca,despejado
11-22,lunes,23:27,-3.9722492,-79.2214454,estrellamiento,pablo palacios y buenaventura,urbana,carigan,imprudencia del conductor,grave,3,0,1,ninguna,seca,cubierto
11-22,lunes,08:40,-4.007517,-79.203736,choque lateral perpendicular,universitaria y gonzanama,urbana,san sebastian,no respetar las senales de transito,grave,1,0,2,senalizacion vertical,seca,semicubierto
11-25,jueves,11:25,-3.9696592,-79.2232925,estrellamiento,via cuenca-loja,urbana,carigan,imprudencia del conductor,grave,1,0,2,ninguna,seca,despejado
11-28,domingo,00:00,-4.005325,-79.200945,estrellamiento,sozoranga y gonzalez suarez,urbana,san sebastian,conducir en estado de embriaguez,leve,0,0,1,ninguna,seca,despejado
11-27,sabado,03:30,-3.9684,-79.209666,estrellamiento,8 de diciembre y el tribuno,urbana,carigan,imprudencia del conductor,leve,0,0,2,ninguna,mojada,semicubierto
11-25,jueves,22:44,-3.9925063,-79.201225,estrellamiento,emiliano ortega y quito,urbana,el sagrario,imprudencia del conductor,leve,0,0,1,senalizacion vertical,mojada,cubierto
11-27,sabado,04:30,-4.009918,-79.2073039,estrellamiento,argentina y bolivia,urbana,punzara,imprudencia del conductor,leve,0,0,2,ninguna,mojada,semicubierto
11-27,sabado,04:30,-4.0024706,-79.1997542,estrellamiento,olmedo y lourdes,urbana,san sebastian,imprudencia del conductor,leve,0,0,2,ninguna,seca,semicubierto
11-27,sabado,13:30,-4.0255171,-79.204913,estrellamiento,benjamin franklin y americo vespucio,urbana,punzara,imprudencia del conductor,leve,0,0,1,senalizacion vertical,seca,despejado
11-28,domingo,04:50,-3.9964267,-79.2052843,estrellamiento,manuel agustin aguirre y jose antonio eguiguren,urbana,el sagrario,imprudencia del conductor,leve,0,0,1,senalizacion vertical,seca,cubierto
11-27,sabado,23:44,-4.2033961,-79.2233248,perdida de carril,exodo de yangana,rural,n/n,imprudencia del conductor,grave,3,0,1,ninguna,seca,cubierto
12-04,sabado,20:44,-3.9729394,-79.2060026,estrellamiento,8 de diciembre,urbana,sucre,imprudencia del conductor,grave,0,1,2,ninguna,seca,cubierto
12-04,sabado,06:10,-4.01208834,-79.20449333,choque lateral angular,pio jaramillo alvarado y gobernacion de mainas,urbana,punzara,imprudencia del conductor,leve,0,0,2,ninguna,seca,semicubierto
11-29,lunes,10:20,-3.9811276,-79.2037989,choque lateral perpendicular,guayaquil y machala,urbana,el valle,imprudencia del conductor,leve,0,0,2,senalizacion vertical,seca,cubierto
11-30,martes,19:09,-3.969675,-79.2235868,estrellamiento,pablo palacios,urbana,carigan,conducir en estado de embriaguez,leve,0,0,2,ninguna,mojada,cubierto
12-01,miercoles,08:45,-4.007015,-79.205386,choque lateral perpendicular,pio jaramillo alvarado y brasil,urbana,punzara,no respetar las senales de transito,grave,1,0,2,ninguna,seca,semicubierto
12-03,viernes,16:55,-4.01286,-79.2043502,choque por alcance,pio jaramillo alvarado,urbana,san sebastian,imprudencia del conductor,leve,0,0,2,ninguna,seca,despejado
12-04,sabado,00:30,-4.2623285,-79.2253776,perdida de carril,eterna juventud y nueva loja,rural,n/n,conducir en exceso de velocidad,leve,0,0,1,ninguna,mojada,cubierto
12-04,sabado,18:24,-4.026359,-79.2034142,estrellamiento,pio jaramillo alvarado y geovanny calle,urbana,punzara,conducir en estado de embriaguez,leve,0,0,2,ninguna,seca,semicubierto
12-12,domingo,18:45,-4.028534,-79.213237,estrellamiento,guiseppe verdi y maurice ravel,urbana,punzara,conducir en estado de embriaguez,leve,0,0,1,senalizacion vertical,seca,cubierto
12-11,sabado,12:30,-4.009613,-79.203748,choque lateral perpendicular,manuel agustin aguirre y chile,urbana,sucre,imprudencia del conductor,leve,0,0,2,senalizacion vertical,seca,despejado
12-10,viernes,00:50,-3.9817509,-79.2004036,estrellamiento,guayaquil y portoviejo,urbana,el valle,imprudencia del conductor,leve,0,0,1,senalizacion vertical,seca,semicubierto
12-10,viernes,05:40,-3.991745,-79.2045,choque lateral angular,juan de salinas y 18 de noviembre,urbana,el sagrario,imprudencia del conductor,grave,1,0,2,senalizacion vertical,mojada,cubierto
12-06,lunes,15:10,-3.9888962,-79.2040073,estrellamiento,machala y nueva loja,urbana,sucre,imprudencia del conductor,leve,0,0,2,senalizacion vertical,seca,semicubierto
12-05,domingo,14:18,-3.987778,-79.2053302,choque lateral angular,cuxibamba y ancon,urbana,sucre,imprudencia del conductor,grave,1,0,2,senalizacion vertical,seca,despejado
12-05,domingo,20:44,-3.9906324,-79.2052943,choque lateral angular,cuxibamba y manuel agustin aguirre,urbana,sucre,imprudencia del conductor,grave,1,0,2,senalizacion vertical,seca,despejado
12-07,martes,00:22,-4.0004945,-79.2045674,choque lateral angular,universitaria y azuay,urbana,san sebastian,imprudencia del conductor,leve,0,0,2,senalizacion vertical,seca,despejado
12-08,miercoles,09:16,-4.0037928,-79.2058002,choque lateral perpendicular,ramon pinto y venezuela,urbana,el sagrario,imprudencia del conductor,grave,1,0,2,senalizacion vertical,seca,semicubierto
12-08,miercoles,20:14,-4.012955,-79.201762,choque lateral angular,gobernacion de mainas y chaguarpamba,urbana,san sebastian,imprudencia del conductor,leve,0,0,2,senalizacion vertical,seca,semicubierto
12-07,martes,13:51,-3.9814732,-79.2336474,atropello,angel felicisimo rojas,urbana,sucre,imprudencia del conductor,grave,1,0,1,senalizacion vertical,seca,despejado
12-19,domingo,10:16,-3.960596,-79.211158,perdida de pista,salvador bustamante celi y isla santiago,urbana,el valle,conducir en exceso de velocidad,leve,0,0,1,senalizacion vertical,seca,semicubierto
12-14,martes,07:00,-3.999582,-79.20584,choque lateral perpendicular,lauro guerrero y mieguel riofrio,urbana,el sagrario,imprudencia del conductor,grave,2,0,2,senalizacion vertical,seca,semicubierto
12-13,lunes,21:24,-4.0324903,-79.2124962,estrellamiento,angel felicisimo rojas,urbana,punzara,conducir en exceso de velocidad,leve,0,0,1,ninguna,mojada,cubierto
12-17,viernes,09:56,-3.986756,-79.2100302,choque lateral angular,manuel carrion pinzano y bolivar bailon,urbana,sucre,imprudencia del conductor,leve,0,0,2,senalizacion vertical,mojada,semicubierto
12-16,jueves,15:40,-3.9964836,-79.2045364,atropello,jose antonio eguiguren y 18 de noviembre,urbana,el sagrario,imprudencia del peaton,grave,1,0,1,senalizacion vertical,mojada,semicubierto
12-15,miercoles,13:20,-3.9829295,-79.2039098,choque lateral perpendicular,machala y riobamba,urbana,sucre,imprudencia del conductor,leve,0,0,2,senalizacion vertical,seca,semicubierto
12-18,sabado,19:34,-3.976272,-79.2034373,colision,salvador bustamante celi y isidro ayora,urbana,el valle,imprudencia del conductor,leve,0,0,2,ninguna,mojada,cubierto
12-09,jueves,08:00,-3.9894089,-79.2068053,choque por alcance,nueva loja y gran colombia,urbana,sucre,imprudencia del conductor,leve,0,0,2,senalizacion vertical,seca,despejado
12-21,martes,19:48,-3.981457,-79.204682,choque lateral perpendicular,8 de diciembre y montero,urbana,sucre,imprudencia del conductor,grave,3,0,2,ninguna,mojada,cubierto
12-21,martes,21:34,-3.963277,-79.209422,choque por alcance,salvador bustamante celi,urbana,el valle,conducir en estado de embriaguez,grave,1,0,2,ninguna,seca,semicubierto
12-20,lunes,14:30,-3.9762931,-79.2011673,colision,salvador bustamante celi y oriental de paso,urbana,el valle,imprudencia del conductor,leve,0,0,3,senalizacion vertical,seca,cubierto
12-21,martes,15:30,-4.0205286,-79.2017103,atipico,tulipanes y 18 de noviembre,urbana,san sebastian,imprudencia del conductor,leve,0,0,1,ninguna,mojada,cubierto
12-21,martes,18:40,-3.9938349,-79.2055712,roce negativo,manuel agustin aguirre y quito,urbana,el sagrario,imprudencia del conductor,leve,0,0,2,ninguna,mojada,cubierto
12-25,sabado,21:24,-3.9947238,-79.1983185,choque por alcance,prolongacion de la 24 de mayo y victor vivar,urbana,el sagrario,conducir en estado de embriaguez,leve,0,0,2,senalizacion vertical,seca,semicubierto
12-26,domingo,13:50,-3.9920967,-79.2111566,choque lateral angular,adolfo valarezo y francisco valdivieso,urbana,sucre,conducir en estado de embriaguez,leve,0,0,2,senalizacion vertical,seca,despejado
12-30,jueves,12:53,-3.9897155,-79.2041333,choque lateral perpendicular,universitaria y gran colombia,urbana,sucre,imprudencia del conductor,leve,0,0,2,senalizacion vertical,seca,semicubierto
12-28,martes,10:50,-4.004631,-79.204096,choque lateral perpendicular,universitaria y cariamanga,urbana,san sebastian,imprudencia del conductor,grave,1,0,2,senalizacion vertical,seca,despejado
12-28,martes,09:05,-4.00753,-79.203735,choque lateral angular,univeritaria y gonzanama,urbana,san sebastian,imprudencia del conductor,leve,0,0,2,senalizacion vertical,seca,semicubierto
12-27,lunes,13:15,-3.9446,-79.227849,choque por alcance,angel felicisimo rojas y chuquiribamba,urbana,carigan,imprudencia del conductor,leve,0,0,2,ninguna,seca,despejado
12-29,miercoles,09:50,-4.0035517,-79.1996947,choque lateral angular,olmedo y catacocha,urbana,san sebastian,imprudencia del conductor,leve,0,0,2,ninguna,seca,despejado
12-31,viernes,20:04,-4.014006,-79.2009807,choque lateral perpendicular,eduardo kingman y gobernacion de mainas,urbana,san sebastian,conducir en estado de embriaguez,grave,1,0,2,ninguna,seca,despejado
12-30,jueves,20:44,-3.9942246,-79.2120639,choque por alcance,eugenio espejo y shuaras,urbana,sucre,conducir en estado de embriaguez,leve,0,0,2,senalizacion vertical,seca,despejado
